,screenName,userId,text,location,multi-team
1077,AJ_Ita,171927233.0,#TeamInstinct,"Omaha, NE",False
1078,VTheMighty,2471455412.0,Get me out of here now. #TeamInstinct forever. https://t.co/BCDSrxVnyF,"San Antonio, TX",False
1079,JCAbinsay,1604970332.0,@pewdiepie thank you for being #TeamMystic I knew you were my favorite Youtuber for a reason.,"San Antonio, TX",False
1080,_Viennaiacona,3387275261.0,I feel so left out #TeamInstinct,"Delaware, USA",False
1081,theREALLarBear,249756889.0,🔥 &gt; 💧⚡️ #valor,"Winter Park, FL",False
1082,noahblumenberg,58390779.0,Team Valor? Anyone?,"Westminster, CO",False
1083,GoldieMikeyx,190548279.0,#TeamInstinct https://t.co/n2Wrlh2joS,"Santa Maria, CA",False
1084,chrisdevera,23396735.0,finally caught his elusive ass ln too lol love that he's the only one that says his name #PokemonGO #TeamMystic https://t.co/fIxrvzGOjI,"Florida, USA",False
1085,SteveAllen010,369936591.0,Got that #dikespike #TeamBlue #TeamMystic #PokemonGO #pok https://t.co/LqNMfyOfqB,"Bayou Cane, LA",False
1086,chrisdevera,23396735.0,the ⭐️ ones were all caught on last night's #PokemonGO hunt! officially caught 500 &amp; lvld frm 14to16 ✊🏽 #TeamMystic https://t.co/FTHGsQwqWj,"Florida, USA",False
1087,davoolson,245047750.0,@ladygaga The TRUE reason Lady Gaga was pulled over was really because she was actually playing #PokemonGo #Instinct https://t.co/3VH2Lq4I8e,"Long Beach, CA",False
1088,JacobeKiley,2298162923.0,#TeamMystic https://t.co/W2e3DVxxEg,"West Milton, OH",False
1089,logandeneuville,3401235778.0,Team mystic bitches,"New York, USA",False
1090,Fobushy,1470249806.0,I think I'm literally the only Team Instinct in Mboro. My best comeback so far is just driving past gyms and yelling GOLD TEAM RULES @ kids,"Arkansas, USA",False
1091,IraMalonne,2494535294.0,"Best team 😌💙❄🐦
So in love with this top #pokemongo #teammystic @ Seaside Heights Beach &amp; Boardwalk https://t.co/GI5jVa3Rr5","Seaside Heights, NJ",False
1092,ProfessionalEli,4472036772.0,Team Instinct was a terrible choice... ://,"Surprise, AZ",False
1093,TeamMysticPGH,7.521856094820352e+17,#TeamMystic I hated that I had to leave the meet up early. I owe you another marvelous one. #PokemonGo,"Pittsburgh, PA",False
1094,JaymieVan,1942375298.0,@rathumanoid team instinct has a gyrados at the church near my house and it has over 1000cp and I'm not trynna fight that lmao,"Florida, USA",False
1095,dennyisdirty,1670569477.0,Team instinct! Just sayin',"Portland, OR",False
1096,Carlololo_,772427802.0,@Carlololo_ UPDATE: Team Valor still holds Sleeping Beauty's Castle https://t.co/I26ARwLI5v,"Anaheim, CA",False
1097,brybryddj,2300350285.0,#PokeGoMOA TEAM VALOR!! @mallofamerica https://t.co/tN2eWqyYt3,"Bloomington, MN",False
1098,yessicawithaj,3316342663.0,Team Mystic but how tf...... https://t.co/9k6CG3MN3g,"Del Aire, CA",False
1099,AskYourMom_69,41284168.0,@TeamValorPKGO #TeamValor 🤘✊🔥,"San Antonio, TX",False
1100,PokemonGO_ATX,7.511255895500718e+17,💛⚡️ #TeamInstinct  https://t.co/bX04YWgXBH,"Austin, TX",False
1101,renzogelico,29925066.0,"Officially the leader of a level 10 gym 💪🏽 

Come join my team!

#PokemonGO #TeamValor https://t.co/IXUDvGsRZw","Pittsburg, CA",False
1102,StoneyMagoney,2163569056.0,@Mr_Pangus pussy. #TeamValor,"Central Islip, NY",False
1103,mattyjames22,506484533.0,Team instinct all day https://t.co/sd3fMTjZvy,"Texas, USA",False
1104,AshleyKaiba,60718533.0,@SashaBanksWWE knows what's up 😏 #TeamMystic  https://t.co/kzPjoEVgz8,"Clermont, FL",False
1105,hot_on_a_dime,18733322.0,We caught a super rare Pokemon: Bassetaur CP 378 #TeamValor @ Pier 40 Hudson River Park https://t.co/Bh0i8x8nlN,"Manhattan, NY",False
1106,rebAReis,16425778.0,My little brother just told me he's joining me on Team Mystic. https://t.co/kr3ZtYHxcx,"Golden Gate, FL",False
1107,Ashleypurmort,430009260.0,@Amazing_Audrey #mystic,"Anaheim, CA",False
1108,kimberlyTochima,1541528455.0,Yess #TeamMystic https://t.co/DXGbaom3Yk,"Illinois, USA",False
1109,jennyelainecos,3439713028.0,My first gym! Woohoo! :D #pokemongo #teamvalor #gymleader https://t.co/dA2PPHW2OG,"St Petersburg, FL",False
1110,GoodluckKyle,474520531.0,Your mcm is on Team Mystic,"Lyndon, KY",False
1111,SethHay,18877008.0,#PokemonGO gyms are pretty fun but winning them don't last long &amp; waste a lot of items. Problem being a rare team in areas #TeamInstinct,"Michigan, USA",False
1112,mrose695,331385908.0,I want everyone to know I've changed my opinion on Pokémon Go and I'm obsessed #TeamValor,"Lockport, NY",False
1113,limewiredotcom,16943185.0,"favorite finds in Ohio so far. a little lower CP than I'd hoped, but they're lovers not fighters... #TeamInstinct ⚡️ https://t.co/bZThGLI3Fu","Columbus, OH",False
1114,ChickDakota,2938728194.0,So #TeamInstinct takin over Tulsa bitches @KevsBakesale I heard we've got holdenville to!,"Tulsa, OK",False
1115,spiger87,1945806409.0,@TeamInstinct_Go thinking of doing a team instinct get together day if interested let me know there's a bunch of places we can go,"Bridgeport, CT",False
1116,Nerd_G,298737104.0,Team instinct taking over West Allis,"West Allis, WI",False
1117,ChrisDuhDoo,1376492582.0,@vincestaples are u team mystic,"Rosemead, CA",False
1118,ChrisDuhDoo,1376492582.0,@YG are u team valor,"Rosemead, CA",False
1119,bee_hammer23,2923026728.0,@Breeyawnah @not_kendall talk is cheap. -TEAM VALOR NAYSH!- https://t.co/pDdr73TkDT,"Portland, OR",False
1120,brysonznasty,1005489896.0,@jhumphries77 fuck you die slow team mystic till I die!,"Texas, USA",False
1121,Vspotcat,7.413442070511985e+17,Would be nice if #PokemonGo would stop freezing everytime I catch a Pokemon :( #TeamInstinct,"Phoenix, AZ",False
1122,AlmaAminta,381846543.0,#TeamBlue ICY Camp 2016 @ Tarpley Retreat Center https://t.co/2U6zveUYe2,"Texas, USA",False
1123,crisscrossjess,354340990.0,Team Instinct!,"Buffalo, NY",False
1124,FarisfromDisney,464894732.0,#TeamValor #Level20 #PokemonGo #PokemonMaster https://t.co/VDJu6N8xU6,"Florida, USA",False
1125,NewAgeSensei,3183515076.0,#TeamMystic https://t.co/lEArnZLH91,"Santa Clarita, CA",False
1126,ayanonamon,7.543915581079675e+17,Pokémon love floating above the Buddha. #TeamMystic https://t.co/34IFFEdRQ8,"California, USA",False
1127,BryBryNewin,509632856.0,awesome how most my cousins joined team instinct too and we didnt even coordinate,"Burke, VA",False
1128,MG_MEGALODON,7.431123520826327e+17,SO MANY POKÉSTOPS!! I'm taking over Alma today! #PokémonGo #TeamValor https://t.co/dKX5urtFNy,"Alma, MI",False
1129,rainbowducklove,2945675390.0,@danisnotonfire What PokemonGo team are you on? Im on team mystic.,"Melbourne, FL",False
1130,therealyungdame,818526702.0,Smh #TeamValor  https://t.co/5KsstjnRqi,"Riverview, FL",False
1131,JeaniFolf,185482125.0,"Got these two babies last night leaving the beach 👌
#TeamInstinct ⚡️💛⚡️ https://t.co/vrvqwblvlT","Miramar Beach, FL",False
1132,ayanonagon,21150267.0,My Pokémon Go obsession is real. Made a dedicated Twitter account. #TeamMystic 😅 https://t.co/aLhIumW71q,"California, USA",False
1133,tenzin_chenyi,98819760.0,Mystic aquarium takes pokemon go so seriously😭😭 #teammystic,"Mystic, CT",False
1134,MarksOnTheMark,90087380.0,❤#TeamValor #TeamKristina https://t.co/IOOX7MRUAc,"North Carolina, USA",False
1135,RachelCFolk,261370268.0,TEAM INSTINCT,"Pittsburg, KS",False
1136,JJunkAFunk,3019157814.0,#teaminstinct FTW #pokemongo @ Da Klub https://t.co/uVQg1fUr2q,"San Jose, CA",False
1137,PaperDoll26,2628345877.0,I just ran around the neighborhood with no shoes on and an oversized spider man shirt to catch a Pokemon #valor 😂,"Anthem, AZ",False
1138,Dollface12089,1075645098.0,"I didn't know about the teams and that I needed to choose one, I'm always going to be associated with water #TeamMystic","Moreno Valley, CA",False
1139,pepperjack17,801806088.0,"Whoever says that fraternities are like gangs haven't seen those PokémonGo teams, those team Valor boi's will beat your ass for to Squirtels","Fresno, CA",False
1140,ItsMikeRosa,46652756.0,A teacup sized Eevee appeared! #PokemonGo #TeamInstinct #gaymerbase #gaygeek #gaymer @ River Place https://t.co/WSGZl6H80O,"Rahway, NJ",False
1141,leana9101,37068730.0,and suddenly this guy popped out and yelled GO TEAM VALOR!!! XD,"Greensboro, NC",False
1142,MostLikelyJoe,16844914.0,Shout out to #TeamMystic for the great Saturday night Pokémon Go shenanigans! Columbus Bar Crawl = Success!,"Cleveland, OH",False
1143,ChildersAly,2349987166.0,Just took over a gym and then 5 other team valor people left Pokemon to defend it. #TeamValor,"Georgia, USA",False
1144,thejezebelly,604618443.0,watercolored my fav 😋🤗 pm or email me if u want me to paint you a pokemon #pokemongo #teammystic #psyduck  #art https://t.co/dUOucER1Rt,"New Haven, CT",False
1145,_AnthonyGreen,139149578.0,🔴🔴🔴🔴🔴🔴🔴🔴 #PokemonGO #valor https://t.co/Xe3XHflxIi,"Norwich, CT",False
1146,AlmaAminta,381846543.0,ICY Camp 2016 #TeamBlue @ Tarpley Retreat Center https://t.co/kO4DfQ6yi5,"Texas, USA",False
1147,DivaDoge,1654482829.0,"@DivaDoge I don't give a damn, more attention for me. Atleast I made it outside. #TeamInstinct #exercisego","Georgia, USA",False
1148,ThePrydeParade,366097857.0,Finally got to finish a fight without it freezing. I own this #pokemongo #teammystic #magicarp @… https://t.co/pT0Cn5GqRb,"Cicero, IL",False
1149,iStricer,33448971.0,"@MintamenaPie Could only find a 12 pack, so I'll share the other 11 with fellow Team Mystic players this Wednesday :)","Agnew, Santa Clara",False
1150,27jmart27,250644767.0,Just pretended to be part of a Mormon congregation to get close enough to their Church in Order to take over that Pokemon gym. #TeamMystic,"Redlands, CO",False
1151,spencerlundgren,460703057.0,#TeamInstinct takeover part 2!! https://t.co/h3P2DTJHSD,"Marion, IL",False
1152,MLDBanks,272512153.0,"👏 👏 👏 👌

#PokemonGO #TeamValor https://t.co/dXTPaqBbfn","Tacoma, WA",False
1153,blacktshirtz,426260441.0,Last but not least #PokemonGO #TeamValor https://t.co/upryyPHfxv,"Tennessee, USA",False
1154,JulienMelissas,347604023.0,The Pokémon gym right by my house is #TeamInstinct and I'm ecstatic 😁,"Asheville, NC",False
1155,JunaeBenne,197078886.0,@TatianaKing ayyy #TeamValor,"DeKalb, IL",False
1156,fairdefeat,247920545.0,i told a girl i was team mystic on tinder and she unmatched me,"Alpha, NJ",False
1157,DillweedMcQueen,272753664.0,"This was a thing that Sarah, Sam and I found in Columbia #TeamValor @yesterdayssc https://t.co/q9HRvNyyRB","South Carolina, USA",False
1158,danioohs,125961929.0,#teammystic #pokegomoa @ Mall of America https://t.co/qtvjBAA9xm,"Bloomington, MN",False
1159,jacob_casarez3,7.489784160035922e+17,There's not a day that goes by that I don't regret picking team instinct,"San Antonio, TX",False
1160,MichalMonroeXIV,4056379336.0,Congrats @PettyMason160 for being the Huntingburg gym leader! #teamyellow,"Huntingburg, IN",False
1161,rbennett422,478034679.0,Nothing can tame me now. 😎 #PokémonGO #TeamMystic https://t.co/LY6xC6KI5o,"Maryville, TN",False
1162,ayanonamon,7.543915581079675e+17,Caught an Eevee during my morning run and evolved another to a Vaporeon! #TeamMystic 💙💪🏼 https://t.co/sKr9b4Ltj7,"California, USA",False
1163,SuperheroNerd89,3107620075.0,SCORE for #TeamMystic @TeamMysticGA just took over this gym #PokemonGO #trainerlife #pokemontrainer https://t.co/bV277gBacS,Zen Tea,False
1164,JocoGent,42074350.0,The decision has been made. #TeamValor https://t.co/rYjc0WlGL5,"St Charles, MO",False
1165,ValerieBreshear,3332611683.0,This is what the center of #MTSU looks like on #pokemongo #pokemongotn #teamvalor #valornation @… https://t.co/MurvBBZ25c,"Murfreesboro, TN",False
1166,Synge2050,45734041.0,Shibby said to join team mystic. I have no choice.,"Braden River, FL",False
1167,MadMike4883,10999012.0,@omgitsjen and everyone I've talked to on #TeamValor has Charmander,"Poughkeepsie, NY",False
1168,MikeMullen87,615336268.0,@BlakeRT0803 and I will conquer all gyms that are not Team Valor! The red is in our blood. (No pun intended) #PokemonGO,"Johns Creek, GA",False
1169,MSPTHEONE,351236750.0,@Rhymestyle @AfroSenju @zZToastie @SeeReax @Thundershot75 @OmegaProYT who out representing Team Valor? Team Valor 4 Life 🤘🏼,"Houston, TX",False
1170,sky_lovez_candy,3312155398.0,#TeamMystic #PokemonGO #WeNeedHarryPotterGO #WorldEmojiDay,"Reading, PA",False
1171,ShinySableye17,3037838837.0,"I was talking with an old friend yesterday, and he's on Team Valor.

He's too far gone to be saved. https://t.co/m1zaAYFOwg","Silver Spring, MD",False
1172,edjeddy,543740180.0,Slick feel like I took the fattest L for choosing team mystic,"Georgia, USA",False
1173,braddenten,313969476.0,"@calvin__nguyen I thought I knew who my real friends were, but when you picked instinct we became best friends ❤️ #INSTINCT 💯💰","Jacksonville Beach, FL",False
1174,KGsoundz,2591615923.0,Team Valor is rude af,"Chicago, IL",False
1175,vinniesmommy11,3815633441.0,@Kootra you should totally buy this outfit!! Even the leggings!! Lol #meow #pizza #tacos #TeamInstinct 👍😁🍕💛 https://t.co/NlVlRlfrCa,"Arkansas, USA",False
1176,Danyelle_Milam,1626138726.0,#TeamMystic https://t.co/s1kBBHiS0D,"Medford, OR",False
1177,angelinajolii_,2732122257.0,#TeamMystic,"Tallahassee, FL",False
1178,GreenRayshell,7.44139019215315e+17,Yesterday was a fun day #cincinnati #pupcrawl #PokemonGO #pokemongo #cincinnatileague #TeamInstinct https://t.co/Iw2Hoj8kNs,"Cincinnati, OH",False
1179,SplicedHelix,2468589985.0,@Chaotic_Defiler #TeamValor,"Winchester, NV",False
1180,me_iamanthony,297048035.0,I took over a gym #TEAMVALOR Gang gang gang 🤘🏼🤘🏼🤘🏼 https://t.co/Cd7ZI9r4Yv,"Los Angeles, CA",False
1181,sparklegurl912,7.537136283737457e+17,How's everyone's Sunday poke hunting going?? I earned another metal!! 50+ regular type Pokemon! Level 7 currently #teamValor,"Jesup, GA",False
1182,jhumphries77,2228744485.0,#TeamValor,"Texas, USA",False
1183,trulybrewcrew,3159641658.0,@lexirexxi @LucasLimee TEAM VALOR 💯,"Fort Worth, TX",False
1184,StevenTEnglish,115770292.0,PSA: Cersei Lannister is on Team Valor. Take action accordingly.,"Arkansas, USA",False
1185,thelasthippiexo,3284905380.0,That's why I'm team mystic &amp;&amp; already evolved my eevee into a Vaporeon ... #TeamMysticalltheway #PokemonGO  https://t.co/3gnuXmz7pK,"Santa Barbara, CA",False
1186,indiastroker,2923759625.0,"I'm back in Richmond, all are welcome to join me in after-dusk Pokemon hunting and team Valor turf wars","Richmond, VA",False
1187,LHaskill,1332358650.0,"You're right, we only donate to other members of team valor, we must keep the bloodline pure https://t.co/jKWnOu22a4","Rock Island, IL",False
1188,adamhjk,13682312.0,@robynbergeron @mattstratton @chef you let your kid do it. Team mystic it is. :),"San Francisco, CA",False
1189,chrlesnchrge,36706394.0,#TeamMystic https://t.co/ATiROWavzy,"Ewing, NJ",False
1190,skydart,14111650.0,"TEAM VALOR RULES
https://t.co/XxQlbsn5Fg https://t.co/9SPS59TuDE","Los Angeles, CA",False
1191,LCalPlayz,7.037248288769311e+17,@Theravinequeen team mystic FTW!,"Los Angeles, CA",False
1192,MadDragonFury,438038595.0,These will never get old. #TeamValor https://t.co/WyMIcLKzV4,"Kankakee, IL",False
1193,Its_The_Oreo,4658815400.0,@loganf27 Cool just stay #TeamMystic,"Kansas, USA",False
1194,em_wolff,991769172.0,My entire family is team mystic lol,"Louisville, KY",False
1195,Its_The_Oreo,4658815400.0,@loganf27 No we can't go hunting now #TeamMystic  FTW,"El Dorado, KS",False
1196,Philld0e,444270455.0,@Billytriforce ofc my only ginger friend picks team valor lmao,"Nevada, USA",False
1197,Its_The_Oreo,4658815400.0,@loganf27 YES FAM YES #TeamMystic,"Kansas, USA",False
1198,freedobandeedo,3430956520.0,Team instinct https://t.co/rQsRKZhtpb,"Newark, OH",False
1199,attackonrissa,413509624.0,@osca_rito94 and I about to mob at White Rock #TeamInstinct ⚡️,"Mesquite, TX",False
1200,baileyharmon_,1664328714.0,my mom chose team instinct. smh I'm disowning her,"Cushing, OK",False
1201,soradtoosad,2528364845.0,#TeamInstinct 💛 https://t.co/E7toR7oQSz,"Fish Hawk, FL",False
1202,marcluscious,51009706.0,@DJGammer YASSS 😭😭😭😭 Team Mystic for life,"San Diego, CA",False
1203,fvmous_skye,2853842749.0,#TeamValor https://t.co/mikYGmWVGV,"Deer Park, TX",False
1204,merchomaya,3548006957.0,If you're on team valor you're dead to me,"Indiana, USA",False
1205,HLCarle,197094493.0,"@CSquared1709 Your wife is #TeamInstinct , happy anniversary btw , love you https://t.co/88pthfAQEK","Florida, USA",False
1206,RockAnnneRoll,144889761.0,A Pokemon go love text. #teamvalor #pogo https://t.co/oe2eRwwrbd,"Virginia Beach, VA",False
1207,ldouthit,14443586.0,@chaurjacobson I am #TeamRed ! Love the energy &amp; engagement of ALL ages w/ #pokemonGO,"Gladstone, MO",False
1208,claytonmcoelho,21581114.0,team instinct ruined bpt they all scrubs,"Trumbull, CT",False
1209,KheeFunkAdamski,596782619.0,Repping #TeamInstinct despite the server issues @PokemonGO_ATX https://t.co/HkSonv2r7t,Dick Nichols Park,False
1210,DannieJ312,1684618488.0,5 Things To Know About #TeamInstinct https://t.co/lQwkkeQZKi,"Bradenton, FL",False
1211,me_not_you06,737669280.0,When you are writing about a possession for your English paper and you use pokemon red for ur topic from the gameboy days....#teamvalor,"Pennsylvania, USA",False
1212,blakkestshaft,7.511169282786386e+17,@JustHannah19 @System_18 @DenverGamer @Hesson9 OMFG!! This guy is the TRUTH!!!🔥🔥💪💪 #TeamInstinct #SparkMovement #PokemonGo,"Englewood, CO",False
1213,DrBailess,512837598.0,@NVaderZimm make 100% site they're team valor first!,"Lynchburg, VA",False
1214,clexadakru,480195484.0,Heading out for a walk. See ya later! #PokemonGo #TeamMystic,"Torrance, CA",False
1215,bnailey0920,1297375716.0,#teamInstinct,"Massillon, OH",False
1216,owensolivia5,965414437.0,@Matt_Cooke98 team Valor for life,"North Carolina, USA",False
1217,ocelittlest,19956229.0,@choromatsuri I think everyone is mad at team valor in a fake way lol.,"Columbus, OH",False
1218,itsbeamer_,237023284.0,Team Mystic!!!,"Olive Branch, MS",False
1219,obstinatedenial,1588741922.0,@RivalDiaz #TeamValor,"Holmdel, NJ",False
1220,kaitGAY,18149194.0,Squad #TeamMystic #PokemonGO https://t.co/yvgV19U0MZ,"Manhattan, NY",False
1221,VeryMuchABear,1625857525.0,Team instinct? More like.... Team In-STINK,"Quincy, MA",False
1222,VeryMuchABear,1625857525.0,Team Mystic? More like.... Team My-sucks .....,"Quincy, MA",False
1223,Philld0e,444270455.0,"I've run out of memes for today so here's my daily ""team valor sucks eggs"" tweet","Nevada, USA",False
1224,srosier20,56018068.0,#TeamMystic,"Plymouth, MN",False
1225,TheOreoAdmiral,41198686.0,"Tip #7: If you not at level 5, pick #TeamMystic. They're clearly the superior team tbh","University Park, TX",False
1226,wootangworld,42501608.0,#pokemongo #pokemon #pikachu #gogetthem #teamharmony #teamvalor #portland #downtownportland #pdx… https://t.co/CwoanYeGQI,"Portland, OR",False
1227,daicydisaster,55672008.0,LOLOLOLOLOLOLOL #TeamMystic https://t.co/a20DEiKhCJ,"Queens, NY",False
1228,wootangworld,42501608.0,#pokemongo #pokemon #pikachu #gogetthem #teamharmony #teamvalor #portland #pdx #downtownportland… https://t.co/Q4RGyvauWd,"Portland, OR",False
1229,VeryMuchABear,1625857525.0,@ the team mystic guy walking around with TWO PHONES trying to swipe my gyms: 🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕,"Quincy, MA",False
1230,quinn__sorensen,4843768395.0,@JayPypes @mcscruffles @theerinbolton @BA_Ross #teammystic,"Clarksville, TN",False
1231,Calmdown_hood,175252286.0,#TeamValor  https://t.co/A7LCOeOaUE,"Sparks, NV",False
1232,happibattweets,802750.0,#TeamValor #Level9 #PokemonGo #PokemonGoAddict  #TeamValorForLife #TeamValorRules @ The Happi… https://t.co/CNutpxGSsi,"South Carolina, USA",False
1233,FarisfromDisney,464894732.0,Daily Motivation. #PokemonGo #TeamValor https://t.co/DtNDzfcS2M,"Hunters Creek, FL",False
1234,idris_longm,2290484905.0,"Gym leader, gym master! #pokemongo #pokemon #gottacatchemall #teammystic #arcanine @ Barnes and… https://t.co/ajVO2QXanW","Antioch, CA",False
1235,totallynotgina,343809963.0,I AM SO SORRY TEAM MYSTIC. https://t.co/8rcMhWiJPh,"Southgate, MI",False
1236,JayySoWavyy,2639654477.0,Team mystic slander will not be tolerated.  https://t.co/O1NKfnF1dL,"West Babylon, NY",False
1237,Kittenthehut,846241476.0,Crappy selfies are what I live for! Let's go get some gyms and run some miles boiiissss 👑✨ #TeamMystic https://t.co/4n7sSYofws,"Kendall, FL",False
1238,KissChelleV,44467060.0,#TeamValor is the best team.,"Edmond, OK",False
1239,CossColton,2840474180.0,If you ain't #TeamInstinct ⚡️ I prolly don't fwy 😂😂,"Tennessee, USA",False
1240,sugggyj,2528811691.0,#PokemonGO #TeamValor https://t.co/1SReknWqNE,"Corpus Christi, TX",False
1241,bbowley73,2705100698.0,#TeamInstinct,"Kokomo, IN",False
1242,BoNinoska,3292864765.0,#TeamMystic 💪🏻💙❄️ https://t.co/mj5C0pGwS5,"Mayagüez, Puerto Rico",False
1243,OMGitzbeko,69726641.0,Meowth doing some laundry. #pokemongo #meowth #teamvalor @ Rong Laundry https://t.co/iK7z1dxa91,"Queens, NY",False
1244,IamJoshLombardi,123011302.0,"High walking around the cemetery catching Pokemon, hatching eggs, and racking up at these #pokestops #TeamValor","Georgia, USA",False
1245,Tha_Gary,42809848.0,Update #TeamValor https://t.co/g2mVQMRfvt,"Illinois, USA",False
1246,MikhailVargas,2964279975.0,All the gyms on the VA beach Boardwalk are #TeamMystic,"Virginia Beach, VA",False
1247,ryab69,115797596.0,My #Instinct buds and I painted the town yellow yesterday,"Abingdon, VA",False
1248,DarrylHouston,18250694.0,Sending prayers for Baton Rouge #BatonRouge #TeamBlue,"Trumbull, CT",False
1249,Cluckie1296,251774940.0,Hell yeah team mystic for life  https://t.co/MWHspvbfTJ,"Fort Mill, SC",False
1250,hey_there_lyssa,59553619.0,@horusblades I'm Team Valor but we can still be friends haha✌🏼️😁,"Cheektowaga, NY",False
1251,chellymackk,770931517.0,@kurtisd14 @Cwalkrrrxox @C1nCityyyy I am 🤗 Team Valor!,"Del Rio, TX",False
1252,tommyomalley98,538272454.0,I hate being on team instinct 😭,"Hometown, IL",False
1253,EspirituIan,824096912.0,#TeamInstinct https://t.co/eKQuLjvAhy,"Emeryville, CA",False
1254,anniahilator,604066163.0,#teamvalor🐾 @ Kanto Pokemon League https://t.co/mW5ko6UF24,"New York, USA",False
1255,emilsamalot,486872054.0,Where all my #TeamValor at ???,"Parma, OH",False
1256,GIRLTANIUMPOWER,1942583168.0,@ChristineWalke1 I've won a gym but it was only temporary though. Team Valor all the way for me! https://t.co/DUQTmmvLBr,"Miami, FL",False
1257,dontmakemespass,2953974610.0,@_CoolStoryCori I fucks with you cause u team instinct,"Collegeville, IN",False
1258,Meospseo,3820038683.0,"@_RosaIina First Keemstar joined Team Mystic, now this","North Carolina, USA",False
1259,TheMickeyAdolph,20266368.0,When your wedding ceremony is a PokeStop. #lisonwedding #PokemonGO #TeamMystic https://t.co/LSEYXDuM1J,"Danbury, CT",False
1260,Bobby_Hakes,3918443865.0,Some of my higher level #pokemon. I got some eggs about to hatch as well. #pokemongo #teammystic… https://t.co/cizjsVvwr0,"Tuckerton, NJ",False
1261,wilberttheowl,4896652534.0,WTF GRACE IS TEAM VALOR WE CANT BE FRIENDS ANYMORE,"Manhattan, NY",False
1262,WrightABook,431028872.0,Truly disheartening to see that team valor has a grip on a majority of this part of the city.,"Rosemont, IL",False
1263,stevenromolino,2352379908.0,@Eyhesmine #TeamMystic,"Michigan, USA",False
1264,GioTarraf,18627392.0,I dedicate this medal to everyone hating on #PokemonGO. #TeamMystic https://t.co/eqXHBBMZnX,"Manhattan, NY",False
1265,catherineeee18,2349368898.0,I make #TeamMystic look good😌,"Modesto, CA",False
1266,samsgotham,797311195.0,HolyColt needs to leave this town. He's the only reason Team Valor has like every gym. No life sob.,"Streator, IL",False
1267,guitarmanmatt,16549082.0,"Church, a pokestop, a gym controlled by team valor, AND free ice cream?! You know what to do.… https://t.co/iP8mgjNJy8","Riverside, CA",False
1268,FaithfulMir,2877499697.0,@ShaquilleHoNeal sure if your team instinct,"Philadelphia, PA",False
1269,KSlay300,473076307.0,You're invited join the group 'Team Mystic DC' on GroupMe. https://t.co/7nVGg2Ok8s,"Washington, DC",False
1270,CosplaymoonLuna,3520312939.0,#TheRunnerSweepstakes Winter is coming #TeamMystic #TheRunner  https://t.co/OR9IWP4RVE,"Sioux City, IA",False
1271,RamiroTito,733333609.0,@GoTeamMystic go team mystic. But don't mix it with Donald trump.,"Wyoming, USA",False
1272,GreenEyedZeke,2434145208.0,@sheilamakegames @joshharrison I'm going to dye mine red in honor of #TeamValor.,"Reading, MA",False
1273,KristinTangel,62535636.0,"Finally got the closest gym to home! #pokemongo #teamvalor (@ Dideriksen Park in East Brunswick, NJ) https://t.co/Va02QxPM6d","East Brunswick, NJ",False
1274,Zach_Wallen,4928679941.0,Team Valor is officially trash. https://t.co/52CKKJGmVR,"Virginia, USA",False
1275,T0k3nGaming,3909477192.0,"This morning I evolved/powered up Pokémon, leveled up to 11 and caught a Tauros afterwards. #PokemonGo #TeamValor https://t.co/fCj6gp4cX3","Indianapolis, IN",False
1276,_bonitamica,48821036.0,#TeamValor,"San Jose, CA",False
1277,PensfanRVA,111371431.0,"@not_swct @jdamburn @PaulNotar @swct_brokenname  gym is team instinct!  Level 6, 8 &amp; 21 are in it. Gym level 3 #PokemonGO #Farts #TeamFarts","Manchester, VA",False
1278,231JohnLee,807602503.0,@ChrisSpags Team Instinct!,"Ann Arbor, MI",False
1279,patdragon2068,1669462435.0,All of #Newmarket is blue! Go #TeamMystic #PokemonGO,"Virginia, USA",False
1280,peytriot,128402346.0,@TheSaiyanHagan AYYYY TEAM MYSTIC!!!! alright dude lets get it,"Ohio, USA",False
1281,IanFloress6,2721387579.0,Happy birthday @jason11soccer ! Hope you have a good one homie. #TeamInstinct 🎉💦😩 https://t.co/H2n0JyQgFg,"Wesley Chapel, FL",False
1282,BrianOchoa,22199136.0,@Neith_is_here @markiplier Team Valor is the only team that matters! 😁✊,"St John, IN",False
1283,brandon_delia44,326529299.0,I'm on team mystic but I don't really know what that means lol,"Geneva, OH",False
1284,sw0rdArt_LoL,170715178.0,Team mystic will own cruces soon ;) and rid this place of all the filthy bandwagon casuals,"Las Cruces, NM",False
1285,RoyalWoolfolk,2264961992.0,Team Valor all day 🅱🅾🔴❤️ @HuntERSAmoY  https://t.co/zlyf5HSTkq,"Romeoville, IL",False
1286,JamMonda,4852332316.0,@Windex331 WOOP WOOP TEAM MYSTIC,"Round Lake Park, IL",False
1287,Killabrez,604680044.0,The new addition to gang signs. Thus began the decades long nerd war or the 21st century #teammystic #POKEMONGO  https://t.co/7cK6eMYYAL,"Seattle, WA",False
1288,angelo_kv,488973888.0,@etherealxyz do i need to show you my team valor i.d?,"Philadelphia, PA",False
1289,TheKohn,21504964.0,#TeamInstinct #BestTeam #TeamYellow #PokemonGo https://t.co/7HJaPYBJub,"Grand Rapids, MI",False
1290,sarah_hill97,594042967.0,SOS! How do I switch Pokémon teams... Hillary Clinton is team Valor.,"Woodstock, GA",False
